"","V2","V7"
"2201",31395,"3561.08"
"2202",31400,"1279.08"
"2203",31420,"1075.59"
"2204",31500,"145.35"
"2205",31502,"145.35"
"2206",31505,"145.35"
"2207",31510,"319.77"
"2208",31511,"363.38"
"2209",31512,"421.52"
"2210",31513,"566.87"
"2211",31515,"228.43"
"2212",31520,"203.49"
"2213",31525,"319.77"
"2214",31526,"479.66"
"2215",31527,"712.22"
"2216",31528,"421.52"
"2217",31529,"363.38"
"2218",31530,"479.66"
"2219",31531,"581.4"
"2220",31535,"392.45"
"2221",31536,"610.47"
"2222",31540,"552.33"
"2223",31541,"726.75"
"2224",31560,"973.85"
"2225",31561,"1133.73"
"2226",31570,"566.87"
"2227",31571,"683.15"
"2228",31575,"145.35"
"2229",31576,"334.31"
"2230",31577,"494.19"
"2231",31578,"566.87"
"2232",31579,"436.05"
"2233",31580,"1424.43"
"2234",31582,"1346.4"
"2235",31584,"1422.9"
"2236",31585,"229.5"
"2237",31586,"382.5"
"2238",31587,"1279.08"
"2239",31588,"BR"
"2240",31590,"1569.78"
"2241",31595,"1715.13"
"2242",31599,"BR"
"2243",31600,"450.59"
"2244",31601,"537.8"
"2245",31603,"566.87"
"2246",31605,"494.19"
"2247",31610,"857.57"
"2248",31611,"930.24"
"2249",31612,"145.35"
"2250",31613,"443.7"
"2251",31614,"857.57"
"2252",31615,"290.7"
"2253",31622,"363.38"
"2254",31625,"421.52"
"2255",31628,"494.19"
"2256",31629,"520.2"
"2257",31630,"450.59"
"2258",31631,"566.87"
"2259",31635,"465.12"
"2260",31640,"712.22"
"2261",31641,"930.24"
"2262",31645,"392.45"
"2263",31646,"421.52"
"2264",31656,"382.5"
"2265",31700,"290.7"
"2266",31708,"91.8"
"2267",31710,"101.75"
"2268",31715,"87.21"
"2269",31717,"76.5"
"2270",31720,"72.68"
"2271",31725,"145.35"
"2272",31730,"153"
"2273",31750,"1424.43"
"2274",31755,"1727.28"
"2275",31760,"1715.13"
"2276",31766,"1918.04"
"2277",31770,"1889.55"
"2278",31775,"1889.55"
"2279",31780,"1991.3"
"2280",31781,"1991.3"
"2281",31785,"2136.65"
"2282",31786,"2136.65"
"2283",31800,"1075.59"
"2284",31805,"1279.08"
"2285",31820,"432.97"
"2286",31825,"596.7"
"2287",31830,"465.12"
"2288",31899,"BR"
"2289",32000,"107.1"
"2290",32002,"229.36"
"2291",32005,"107.1"
"2292",32020,"363.38"
"2293",32035,"784.89"
"2294",32036,"857.57"
"2295",32095,"799.43"
"2296",32100,"1031.99"
"2297",32110,"1459.94"
"2298",32120,"1424.43"
"2299",32124,"1133.73"
"2300",32140,"1424.43"
"2301",32141,"1424.43"
"2302",32150,"1235.48"
"2303",32151,"1351.76"
"2304",32160,"1424.43"
"2305",32200,"1075.59"
"2306",32215,"1424.43"
"2307",32220,"1499.4"
"2308",32225,"1075.59"
"2309",32310,"1279.08"
"2310",32320,"1715.13"
"2311",32400,"122.4"
"2312",32402,"712.22"
"2313",32405,"218.03"
"2314",32420,"145.35"
"2315",32440,"1875.02"
"2316",32442,"2398.28"
"2317",32445,"2151.18"
"2318",32480,"1729.67"
"2319",32482,"1802.34"
"2320",32484,"1729.67"
"2321",32486,"2223.86"
"2322",32488,"2325.6"
"2323",32491,"BR"
"2324",32500,"1491.47"
"2325",32501,"436.05"
"2326",32520,"2136.65"
"2327",32522,"2427.35"
"2328",32525,"2558.16"
"2329",32540,"1816.88"
"2330",32601,"392.45"
"2331",32602,"465.12"
"2332",32603,"413.1"
"2333",32604,"489.6"
"2334",32605,"413.1"
"2335",32606,"489.6"
"2336",32650,"1250.01"
"2337",32651,"1075.59"
"2338",32652,"1424.43"
"2339",32653,"1351.76"
"2340",32654,"1308.15"
"2341",32655,"1424.43"
"2342",32656,"1002.92"
"2343",32657,"1424.43"
"2344",32658,"1206.41"
"2345",32659,"1206.41"
"2346",32660,"1497.11"
"2347",32661,"1424.43"
"2348",32662,"1497.11"
"2349",32663,"1715.13"
"2350",32664,"1497.11"
"2351",32665,"1366.29"
"2352",32800,"1424.43"
"2353",32810,"596.7"
"2354",32815,"1479.27"
"2355",32820,"1787.81"
"2356",32850,"BR"
"2357",32851,"BR"
"2358",32852,"BR"
"2359",32853,"BR"
"2360",32854,"BR"
"2361",32900,"1055.7"
"2362",32905,"1342.8"
"2363",32906,"1499.4"
"2364",32940,"1264.55"
"2365",32960,"107.1"
"2366",32999,"BR"
"2367",33010,"159.89"
"2368",33011,"107.1"
"2369",33015,"229.5"
"2370",33020,"1206.41"
"2371",33025,"1206.41"
"2372",33030,"2543.63"
"2373",33031,"3633.75"
"2374",33050,"1453.5"
"2375",33120,"3197.7"
"2376",33130,"1816.88"
"2377",33200,"1497.11"
"2378",33201,"1162.8"
"2379",33206,"1279.08"
"2380",33207,"1133.73"
"2381",33208,"1206.41"
"2382",33210,"566.87"
"2383",33211,"595.94"
"2384",33212,"566.87"
"2385",33213,"610.47"
"2386",33214,"1206.41"
"2387",33216,"712.22"
"2388",33217,"784.89"
"2389",33218,"421.52"
"2390",33220,"494.19"
"2391",33222,"566.87"
"2392",33223,"443.7"
"2393",33233,"421.52"
"2394",33234,"459"
"2395",33235,"459"
"2396",33236,"1642.46"
"2397",33237,"1642.46"
"2398",33238,"1715.13"
"2399",33240,"610.47"
"2400",33241,"610.47"
"2401",33242,"494.19"
"2402",33243,"1642.46"
"2403",33244,"1642.46"
"2404",33245,"2630.84"
"2405",33246,"3066.89"
"2406",33247,"2500.02"
"2407",33249,"2805.26"
"2408",33250,"1671.53"
"2409",33251,"2194.79"
"2410",33253,"BR"
"2411",33261,"2049.44"
"2412",33300,"1453.5"
"2413",33305,"2543.63"
"2414",33310,"1816.88"
"2415",33315,"2907"
"2416",33320,"1627.92"
"2417",33321,"1976.76"
"2418",33322,"2209.32"
"2419",33330,"2369.21"
"2420",33332,"2645.37"
"2421",33335,"2936.07"
"2422",33400,"2877.93"
"2423",33401,"2587.23"
"2424",33403,"2747.12"
"2425",33404,"3561.08"
"2426",33405,"3212.24"
"2427",33406,"3343.05"
"2428",33411,"3590.15"
"2429",33412,"3590.15"
"2430",33413,"4491.32"
"2431",33414,"3212.24"
"2432",33415,"2907"
"2433",33416,"3226.77"
"2434",33417,"2907"
"2435",33420,"2180.25"
"2436",33422,"3197.7"
"2437",33425,"2965.14"
"2438",33426,"3241.31"
"2439",33427,"BR"
"2440",33430,"3633.75"
"2441",33460,"2848.86"
"2442",33463,"3270.38"
"2443",33464,"3357.59"
"2444",33465,"3066.89"
"2445",33468,"3924.45"
"2446",33470,"2325.6"
"2447",33471,"2282"
"2448",33472,"2325.6"
"2449",33474,"3212.24"
"2450",33475,"3561.08"
"2451",33476,"3197.7"
"2452",33478,"3488.4"
"2453",33500,"3066.89"
"2454",33501,"2034.9"
"2455",33502,"1584.32"
"2456",33503,"2151.18"
"2457",33504,"3154.1"
"2458",33505,"3430.26"
"2459",33506,"3430.26"
"2460",33510,"2907"
"2461",33511,"3343.05"
"2462",33512,"3779.1"
"2463",33513,"4215.15"
"2464",33514,"4651.2"
"2465",33516,"BR"
"2466",33517,"305.24"
"2467",33518,"595.94"
"2468",33519,"901.17"
"2469",33521,"1104.66"
"2470",33522,"1322.69"
"2471",33523,"BR"
"2472",33530,"BR"
"2473",33533,"3052.35"
"2474",33534,"3415.73"
"2475",33535,"3808.17"
"2476",33536,"BR"
"2477",33542,"2703.51"
"2478",33545,"3706.43"
"2479",33572,"1555.25"
"2480",33600,"3241.31"
"2481",33602,"3241.31"
"2482",33606,"1991.3"
"2483",33608,"3982.59"
"2484",33610,"3938.99"
"2485",33611,"4157.01"
"2486",33612,"4084.34"
"2487",33615,"3343.05"
"2488",33617,"4098.87"
"2489",33619,"3415.73"
"2490",33641,"2282"
"2491",33645,"2907"
"2492",33647,"3561.08"
"2493",33660,"3066.89"
"2494",33665,"3633.75"
"2495",33670,"3851.78"
"2496",33681,"3066.89"
"2497",33684,"3633.75"
"2498",33688,"3270.38"
"2499",33690,"1453.5"
"2500",33692,"3139.56"
"2501",33694,"3488.4"
"2502",33697,"3648.29"
"2503",33702,"2848.86"
"2504",33710,"3706.43"
"2505",33720,"3633.75"
"2506",33722,"3299.45"
"2507",33730,"3633.75"
"2508",33732,"3328.52"
"2509",33735,"2325.6"
"2510",33736,"2688.98"
"2511",33737,"2325.6"
"2512",33750,"1787.81"
"2513",33755,"1787.81"
"2514",33762,"1787.81"
"2515",33764,"2136.65"
"2516",33766,"1656.99"
"2517",33767,"2093.04"
"2518",33770,"4084.34"
"2519",33771,"4142.48"
"2520",33774,"3561.08"
"2521",33775,"4127.94"
"2522",33776,"4651.2"
"2523",33777,"4273.29"
"2524",33778,"4273.29"
"2525",33779,"4418.64"
"2526",33780,"5130.86"
"2527",33781,"5130.86"
"2528",33786,"3895.38"
"2529",33788,"2543.63"
"2530",33800,"1671.53"
"2531",33802,"1744.2"
"2532",33803,"2180.25"
"2533",33813,"2398.28"
"2534",33814,"3139.56"
"2535",33820,"1453.5"
"2536",33822,"1744.2"
"2537",33824,"2180.25"
"2538",33840,"2180.25"
"2539",33845,"2907"
"2540",33851,"3139.56"
"2541",33852,"2630.84"
"2542",33853,"3502.94"
"2543",33860,"3226.77"
"2544",33861,"3590.15"
"2545",33863,"3953.52"
"2546",33870,"5814"
"2547",33875,"2848.86"
"2548",33877,"BR"
"2549",33915,"1918.62"
"2550",33916,"2587.23"
"2551",33917,"3212.24"
"2552",33918,"3139.56"
"2553",33919,"4040.73"
"2554",33920,"1991.3"
"2555",33922,"2136.65"
"2556",33924,"363.38"
"2557",33930,"BR"
"2558",33935,"BR"
"2559",33940,"BR"
"2560",33945,"BR"
"2561",33960,"1191.87"
"2562",33961,"1191.87"
"2563",33970,"930.24"
"2564",33971,"1133.73"
"2565",33973,"959.31"
"2566",33974,"1002.92"
"2567",33975,"1889.55"
"2568",33976,"2282"
"2569",33977,"1671.53"
"2570",33978,"1991.3"
"2571",33999,"BR"
"2572",34001,"1002.92"
"2573",34051,"1133.73"
"2574",34101,"857.57"
"2575",34111,"1715.13"
"2576",34151,"1715.13"
"2577",34201,"973.85"
"2578",34203,"1424.43"
"2579",34401,"1346.4"
"2580",34421,"973.85"
"2581",34451,"1715.13"
"2582",34471,"1002.92"
"2583",34490,"1002.92"
"2584",34501,"979.2"
"2585",34502,"2500.02"
"2586",34510,"1193.4"
"2587",34520,"1191.87"
"2588",34530,"1148.27"
"2589",35001,"1918.62"
"2590",35002,"1918.62"
"2591",35005,"1918.62"
"2592",35011,"1569.78"
"2593",35013,"1569.78"
"2594",35021,"1787.81"
"2595",35022,"1787.81"
"2596",35045,"2136.65"
"2597",35081,"2136.65"
"2598",35082,"2354.67"
"2599",35091,"2848.86"
"2600",35092,"2848.86"
"2601",35102,"2354.67"
"2602",35103,"2443.26"
"2603",35111,"1499.4"
"2604",35112,"1728.9"
"2605",35121,"1918.62"
"2606",35122,"2019.6"
"2607",35131,"1918.62"
"2608",35132,"1991.3"
"2609",35141,"1816.88"
"2610",35142,"1642.46"
"2611",35151,"1642.46"
"2612",35152,"1642.46"
"2613",35161,"BR"
"2614",35162,"1424.43"
"2615",35180,"1715.13"
"2616",35182,"1652.4"
"2617",35184,"1715.13"
"2618",35188,"1715.13"
"2619",35189,"1652.4"
"2620",35190,"1715.13"
"2621",35201,"1715.13"
"2622",35206,"1133.73"
"2623",35207,"1133.73"
"2624",35211,"2354.67"
"2625",35216,"1991.3"
"2626",35221,"1991.3"
"2627",35226,"1133.73"
"2628",35231,"1845.95"
"2629",35236,"1845.95"
"2630",35241,"2630.84"
"2631",35246,"1918.62"
"2632",35251,"1918.62"
"2633",35256,"1845.95"
"2634",35261,"1845.95"
"2635",35266,"1845.95"
"2636",35271,"2630.84"
"2637",35276,"1918.62"
"2638",35281,"1918.62"
"2639",35286,"1845.95"
"2640",35301,"1845.95"
"2641",35311,"1845.95"
"2642",35321,"1845.95"
"2643",35331,"2063.97"
"2644",35341,"1715.13"
"2645",35351,"1715.13"
"2646",35355,"1845.95"
"2647",35361,"2688.98"
"2648",35363,"2282"
"2649",35371,"1424.43"
"2650",35372,"1424.43"
"2651",35381,"1424.43"
"2652",35390,"BR"
"2653",35450,"1279.08"
"2654",35452,"1438.97"
"2655",35454,"1148.27"
"2656",35456,"1177.34"
"2657",35458,"1148.27"
"2658",35459,"1075.59"
"2659",35460,"BR"
"2660",35470,"1025.1"
"2661",35471,"1208.7"
"2662",35472,"1361.7"
"2663",35473,"1086.3"
"2664",35474,"1116.9"
"2665",35475,"1086.3"
"2666",35476,"BR"
"2667",35480,"1395.36"
"2668",35481,"1569.78"
"2669",35482,"1250.01"
"2670",35483,"1279.08"
"2671",35484,"1250.01"
"2672",35485,"1177.34"
"2673",35490,"1250.01"
"2674",35491,"1409.9"
"2675",35492,"1119.2"
"2676",35493,"1148.27"
"2677",35494,"1119.2"
"2678",35495,"1075.59"
"2679",35501,"1715.13"
"2680",35506,"1715.13"
"2681",35507,"1715.13"
"2682",35508,"1918.62"
"2683",35509,"1715.13"
"2684",35511,"1715.13"
"2685",35515,"1918.62"
"2686",35516,"1715.13"
"2687",35518,"1991.3"
"2688",35521,"1715.13"
"2689",35526,"1889.55"
"2690",35531,"2065.5"
"2691",35533,"2398.28"
"2692",35536,"1935.68"
"2693",35541,"1889.55"
"2694",35546,"2398.28"
"2695",35548,"1918.62"
"2696",35549,"2558.16"
"2697",35551,"2194.79"
"2698",35556,"1845.95"
"2699",35558,"1715.13"
"2700",35560,"2136.65"
"2701",35563,"1787.81"
"2702",35565,"1787.81"
"2703",35566,"2136.65"
"2704",35571,"2136.65"
"2705",35582,"1816.88"
"2706",35583,"1715.13"
"2707",35585,"1816.88"
"2708",35587,"1787.81"
"2709",35601,"1642.46"
"2710",35606,"1642.46"
"2711",35612,"1642.46"
"2712",35616,"1642.46"
"2713",35621,"1715.13"
"2714",35623,"2223.86"
"2715",35626,"1758.74"
"2716",35631,"1912.5"
"2717",35636,"2398.28"
"2718",35641,"1845.95"
"2719",35642,"1787.81"
"2720",35645,"1787.81"
"2721",35646,"2354.67"
"2722",35650,"1787.81"
"2723",35651,"2049.44"
"2724",35654,"2500.02"
"2725",35656,"1787.81"
"2726",35661,"1715.13"
"2727",35663,"1816.88"
"2728",35665,"1787.81"
"2729",35666,"1787.81"
"2730",35671,"2136.65"
"2731",35681,"BR"
"2732",35691,"1715.13"
"2733",35693,"1715.13"
"2734",35694,"1715.13"
"2735",35695,"1715.13"
"2736",35700,"BR"
"2737",35701,"726.75"
"2738",35721,"610.47"
"2739",35741,"610.47"
"2740",35761,"639.54"
"2741",35800,"712.22"
"2742",35820,"901.17"
"2743",35840,"857.57"
"2744",35860,"712.22"
"2745",35870,"2558.16"
"2746",35875,"712.22"
"2747",35876,"1075.59"
"2748",35901,"857.57"
"2749",35903,"857.57"
"2750",35905,"1132.2"
"2751",35907,"1086.3"
"2752",36000,"58.14"
"2753",36005,"107.1"
"2754",36010,"275.4"
"2755",36011,"306"
"2756",36012,"367.2"
"2757",36013,"306"
"2758",36014,"367.2"
"2759",36015,"413.1"
"2760",36100,"336.6"
"2761",36120,"336.6"
"2762",36140,"214.2"
"2763",36145,"122.4"
"2764",36160,"382.5"
"2765",36200,"336.6"
"2766",36215,"367.2"
"2767",36216,"443.7"
"2768",36217,"535.5"
"2769",36218,"91.8"
"2770",36245,"306"
"2771",36246,"382.5"
"2772",36247,"443.7"
"2773",36248,"76.5"
"2774",36260,"857.57"
"2775",36261,"421.52"
"2776",36262,"363.38"
"2777",36299,"BR"
"2778",36400,"43.61"
"2779",36405,"58.14"
"2780",36406,"43.61"
"2781",36410,"29.07"
"2782",36415,"14.54"
"2783",36420,"87.21"
"2784",36425,"58.14"
"2785",36430,"58.14"
"2786",36440,"72.68"
"2787",36450,"363.38"
"2788",36455,"363.38"
"2789",36460,"712.22"
"2790",36468,"BR"
"2791",36469,"BR"
"2792",36470,"61.2"
"2793",36471,"107.1"
"2794",36481,"639.54"
"2795",36488,"145.35"
"2796",36489,"145.35"
"2797",36490,"377.91"
"2798",36491,"319.77"
"2799",36493,"43.61"
"2800",36500,"261.63"
"2801",36510,"107.1"
"2802",36520,"218.03"
"2803",36522,"290.7"
"2804",36530,"581.4"
"2805",36531,"494.19"
"2806",36532,"334.31"
"2807",36533,"581.4"
"2808",36534,"494.19"
"2809",36535,"334.31"
"2810",36600,"43.61"
"2811",36620,"116.28"
"2812",36625,"145.35"
"2813",36640,"218.03"
"2814",36660,"145.35"
"2815",36680,"BR"
"2816",36800,"218.03"
"2817",36810,"668.61"
"2818",36815,"392.45"
"2819",36821,"784.89"
"2820",36822,"639.54"
"2821",36825,"1133.73"
"2822",36830,"1206.41"
"2823",36832,"1017.45"
"2824",36834,"1133.73"
"2825",36835,"1453.5"
"2826",36860,"174.42"
"2827",36861,"153"
"2828",37140,"2209.32"
"2829",37145,"2209.32"
"2830",37160,"2209.32"
"2831",37180,"2209.32"
"2832",37181,"2209.32"
"2833",37200,"523.26"
"2834",37201,"566.87"
"2835",37202,"465.12"
"2836",37203,"443.7"
"2837",37204,"1366.29"
"2838",37205,"1017.45"
"2839",37206,"508.73"
"2840",37207,"915.71"
"2841",37208,"450.59"
"2842",37209,"203.49"
"2843",37250,"BR"
"2844",37251,"BR"
"2845",37565,"712.22"
"2846",37600,"642.6"
"2847",37605,"673.2"
"2848",37606,"712.22"
"2849",37607,"306"
"2850",37609,"321.3"
"2851",37615,"566.87"
"2852",37616,"1075.59"
"2853",37617,"902.7"
"2854",37618,"712.22"
"2855",37620,"1075.59"
"2856",37650,"595.94"
"2857",37660,"749.7"
"2858",37700,"465.12"
"2859",37720,"566.87"
"2860",37730,"726.75"
"2861",37735,"1250.01"
"2862",37760,"712.22"
"2863",37780,"198.9"
"2864",37785,"392.45"
"2865",37788,"1976.76"
"2866",37790,"741.29"
"2867",37799,"BR"
"2868",38100,"1279.08"
"2869",38101,"1279.08"
"2870",38102,"639.54"
"2871",38115,"1206.41"
"2872",38200,"247.1"
"2873",38230,"508.73"
"2874",38231,"247.1"
"2875",38240,"363.38"
"2876",38241,"334.31"
"2877",38300,"76.5"
"2878",38305,"153"
"2879",38308,"306"
"2880",38380,"712.22"
"2881",38381,"1424.43"
"2882",38382,"1206.41"
"2883",38500,"229.5"
"2884",38505,"145.35"
"2885",38510,"443.7"
"2886",38520,"462.02"
"2887",38525,"421.52"
"2888",38530,"520.2"
"2889",38542,"443.7"
"2890",38550,"443.7"
"2891",38555,"1133.73"
"2892",38562,"1075.59"
"2893",38564,"1206.41"
"2894",38700,"944.78"
"2895",38720,"1816.88"
"2896",38724,"1816.88"
"2897",38740,"596.7"
"2898",38745,"1206.41"
"2899",38746,"363.38"
"2900",38747,"610.47"
"2901",38760,"749.7"
"2902",38765,"1497.11"
"2903",38770,"1075.59"
"2904",38780,"2136.65"
"2905",38790,"290.7"
"2906",38794,"229.5"
"2907",38999,"BR"
"2908",39000,"610.47"
"2909",39010,"1497.11"
"2910",39200,"1744.2"
"2911",39220,"1744.2"
"2912",39400,"610.47"
"2913",39499,"BR"
"2914",39501,"1279.08"
"2915",39502,"1279.08"
"2916",39503,"1652.4"
"2917",39520,"1220.94"
"2918",39530,"1351.76"
"2919",39531,"1569.78"
"2920",39540,"1627.92"
"2921",39541,"1220.94"
"2922",39545,"1569.78"
"2923",39599,"BR"
"2924",40490,"76.5"
"2925",40500,"741.29"
"2926",40510,"741.29"
"2927",40520,"566.87"
"2928",40525,"1133.73"
"2929",40527,"1133.73"
"2930",40530,"566.87"
"2931",40650,"382.5"
"2932",40652,"489.6"
"2933",40654,"610.47"
"2934",40700,"1424.43"
"2935",40701,"1671.53"
"2936",40702,"1424.43"
"2937",40720,"1424.43"
"2938",40761,"1875.02"
"2939",40799,"BR"
"2940",40800,"61.2"
"2941",40801,"421.52"
"2942",40804,"122.4"
"2943",40805,"392.45"
"2944",40806,"174.42"
"2945",40808,"122.4"
"2946",40810,"153"
"2947",40812,"183.6"
"2948",40814,"421.52"
"2949",40816,"552.33"
"2950",40818,"183.6"
"2951",40819,"214.2"
"2952",40820,"183.6"
"2953",40830,"122.4"
"2954",40831,"306"
"2955",40840,"596.7"
"2956",40842,"596.7"
"2957",40843,"902.7"
"2958",40844,"1055.7"
"2959",40845,"1269.9"
"2960",40899,"BR"
"2961",41000,"122.4"
"2962",41005,"137.7"
"2963",41006,"363.38"
"2964",41007,"363.38"
"2965",41008,"363.38"
"2966",41009,"369.91"
"2967",41010,"183.6"
"2968",41015,"397.8"
"2969",41016,"306"
"2970",41017,"397.8"
"2971",41018,"397.8"
"2972",41100,"122.4"
"2973",41105,"153"
"2974",41108,"107.1"
"2975",41110,"137.7"
"2976",41112,"319.77"
"2977",41113,"392.45"
"2978",41114,"612"
"2979",41115,"232.56"
"2980",41116,"421.52"
"2981",41120,"795.6"
"2982",41130,"1168.13"
"2983",41135,"2034.9"
"2984",41140,"1759.5"
"2985",41145,"2524.5"
"2986",41150,"2209.32"
"2987",41153,"2427.35"
"2988",41155,"2921.54"
"2989",41250,"137.7"
"2990",41251,"107.1"
"2991",41252,"508.73"
"2992",41500,"382.5"
"2993",41510,"755.82"
"2994",41520,"348.84"
"2995",41599,"BR"
"2996",41800,"122.4"
"2997",41805,"137.7"
"2998",41806,"153"
"2999",41820,"290.7"
"3000",41821,"58.14"
"3001",41822,"153"
"3002",41823,"306"
"3003",41825,"153"
"3004",41826,"261.63"
"3005",41827,"392.45"
"3006",41828,"465.12"
"3007",41830,"359.48"
"3008",41850,"145.35"
"3009",41870,"363.38"
"3010",41872,"436.05"
"3011",41874,"321.3"
"3012",41899,"BR"
"3013",42000,"137.7"
"3014",42100,"145.55"
"3015",42104,"203.49"
"3016",42106,"261.63"
"3017",42107,"465.12"
"3018",42120,"768.63"
"3019",42140,"305.24"
"3020",42145,"1424.43"
"3021",42160,"91.8"
"3022",42180,"168.3"
"3023",42182,"392.45"
"3024",42200,"1453.5"
"3025",42205,"1816.88"
"3026",42210,"2034.9"
"3027",42215,"1453.5"
"3028",42220,"1526.18"
"3029",42225,"1526.18"
"3030",42226,"1787.81"
"3031",42227,"1787.81"
"3032",42235,"1293.62"
"3033",42260,"749.7"
"3034",42280,"137.7"
"3035",42281,"153"
"3036",42299,"BR"
"3037",42300,"107.1"
"3038",42305,"229.5"
"3039",42310,"137.7"
"3040",42320,"183.6"
"3041",42325,"290.7"
"3042",42326,"321.3"
"3043",42330,"228.62"
"3044",42335,"465.12"
"3045",42340,"654.08"
"3046",42400,"91.8"
"3047",42405,"183.6"
"3048",42408,"382.5"
"3049",42409,"363.38"
"3050",42410,"581.4"
"3051",42415,"1322.69"
"3052",42420,"1598.85"
"3053",42425,"1090.13"
"3054",42426,"2209.32"
"3055",42440,"1090.13"
"3056",42450,"494.19"
"3057",42500,"566.87"
"3058",42505,"857.57"
"3059",42507,"930.24"
"3060",42508,"1206.41"
"3061",42509,"1351.76"
"3062",42510,"1133.73"
"3063",42550,"45.9"
"3064",42600,"784.89"
"3065",42650,"30.6"
"3066",42660,"45.9"
"3067",42665,"91.8"
"3068",42699,"BR"
"3069",42700,"137.7"
"3070",42720,"229.5"
"3071",42725,"443.7"
"3072",42800,"107.1"
"3073",42802,"137.7"
"3074",42804,"107.1"
"3075",42806,"214.2"
"3076",42808,"229.5"
"3077",42809,"153"
"3078",42810,"382.5"
"3079",42815,"901.17"
"3080",42820,"406.98"
"3081",42821,"436.05"
"3082",42825,"392.45"
"3083",42826,"421.52"
"3084",42830,"305.24"
"3085",42831,"319.77"
"3086",42835,"261.63"
"3087",42836,"305.24"
"3088",42842,"2136.65"
"3089",42844,"2558.16"
"3090",42845,"2558.16"
"3091",42860,"348.84"
"3092",42870,"474.3"
"3093",42890,"1055.7"
"3094",42892,"1424.43"
"3095",42894,"2282"
"3096",42900,"508.73"
"3097",42950,"1002.92"
"3098",42953,"1250.01"
"3099",42955,"443.7"
"3100",42960,"122.4"
"3101",42961,"260.1"
"3102",42962,"321.3"
"3103",42970,"198.9"
"3104",42971,"290.7"
"3105",42972,"336.6"
"3106",42999,"BR"
"3107",43020,"1002.92"
"3108",43030,"1002.92"
"3109",43045,"1395.36"
"3110",43100,"1453.5"
"3111",43101,"1889.55"
"3112",43107,"1514.7"
"3113",43108,"2065.5"
"3114",43112,"2065.5"
"3115",43113,"2111.4"
"3116",43116,"3444.8"
"3117",43117,"2500.02"
"3118",43118,"3444.8"
"3119",43121,"2296.53"
"3120",43122,"2500.02"
"3121",43123,"3081.42"
"3122",43124,"1132.2"
"3123",43130,"1235.48"
"3124",43135,"1424.43"
"3125",43200,"319.77"
"3126",43202,"348.84"
"3127",43204,"465.12"
"3128",43205,"465.12"
"3129",43215,"450.59"
"3130",43216,"421.52"
"3131",43217,"465.12"
"3132",43219,"421.52"
"3133",43220,"421.52"
"3134",43226,"436.05"
"3135",43227,"465.12"
"3136",43228,"392.45"
"3137",43234,"306"
"3138",43235,"323.83"
"3139",43239,"366.98"
"3140",43241,"406.98"
"3141",43243,"523.26"
"3142",43244,"494.19"
"3143",43245,"436.05"
"3144",43246,"639.54"
"3145",43247,"436.05"
"3146",43248,"377.91"
"3147",43249,"421.52"
"3148",43250,"479.66"
"3149",43251,"479.66"
"3150",43255,"508.73"
"3151",43258,"523.26"
"3152",43259,"377.91"
"3153",43260,"537.8"
"3154",43261,"595.94"
"3155",43262,"828.5"
"3156",43263,"712.22"
"3157",43264,"901.17"
"3158",43265,"843.03"
"3159",43267,"784.89"
"3160",43268,"799.43"
"3161",43269,"697.68"
"3162",43271,"770.36"
"3163",43272,"610.47"
"3164",43300,"1424.43"
"3165",43305,"1569.78"
"3166",43310,"1787.81"
"3167",43312,"2020.37"
"3168",43320,"1715.13"
"3169",43324,"1598.85"
"3170",43325,"1642.46"
"3171",43326,"1845.95"
"3172",43330,"1366.29"
"3173",43331,"1744.2"
"3174",43340,"1816.88"
"3175",43341,"1816.88"
"3176",43350,"1075.59"
"3177",43351,"1132.2"
"3178",43352,"1075.59"
"3179",43360,"2340.14"
"3180",43361,"2921.54"
"3181",43400,"2034.9"
"3182",43401,"826.2"
"3183",43405,"826.2"
"3184",43410,"1075.59"
"3185",43415,"1744.2"
"3186",43420,"902.7"
"3187",43425,"1208.7"
"3188",43450,"107.1"
"3189",43453,"198.9"
"3190",43456,"306"
"3191",43458,"415.84"
"3192",43460,"290.7"
"3193",43496,"BR"
"3194",43499,"BR"
"3195",43500,"857.57"
"3196",43501,"1223.08"
"3197",43502,"1254.6"
"3198",43510,"795.6"
"3199",43520,"930.24"
"3200",43600,"130.82"
"3201",43605,"1133.73"
"3202",43610,"1104.66"
"3203",43611,"1264.55"
"3204",43620,"2136.65"
"3205",43621,"2630.84"
"3206",43622,"2892.47"
"3207",43631,"1424.43"
"3208",43632,"1424.43"
"3209",43633,"1875.02"
"3210",43634,"2311.07"
"3211",43635,"174.42"
"3212",43638,"1787.81"
"3213",43639,"2282"
"3214",43640,"1380.83"
"3215",43641,"1642.46"
"3216",43750,"712.22"
"3217",43760,"76.5"
"3218",43761,"145.35"
"3219",43800,"1206.41"
"3220",43810,"1322.69"
"3221",43820,"1322.69"
"3222",43825,"1526.18"
"3223",43830,"930.24"
"3224",43831,"755.82"
"3225",43832,"1002.92"
"3226",43840,"1075.59"
"3227",43842,"1787.81"
"3228",43843,"1787.81"
"3229",43846,"2500.02"
"3230",43847,"2500.02"
"3231",43848,"BR"
"3232",43850,"1488.41"
"3233",43855,"1642.46"
"3234",43860,"1499.4"
"3235",43865,"1642.46"
"3236",43870,"712.22"
"3237",43880,"1489.15"
"3238",43999,"BR"
"3239",44005,"1075.59"
"3240",44010,"1075.59"
"3241",44015,"421.52"
"3242",44020,"1075.59"
